,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSTGUG00000008284,139.53268786413645,-0.018720486499749927,0.06297120147528736,-0.29728647478794984,0.7662478066873745,0.9188850528403555
ENSTGUG00000003938,35.96724460109893,-0.24950089192542022,0.1009361964251337,-2.471867385160286,0.013440936613369245,0.09467815654764909
ENSTGUG00000011987,823.6870549965649,0.05460784318140797,0.052955819321875666,1.0311962666367407,0.3024487910432635,0.6231660567711279
ENSTGUG00000017592,7.233779295122711,0.4039342469000007,0.17488683003468997,2.3096893392136937,0.020905359451218762,0.12853981157726035
ENSTGUG00000009442,244.10858053997617,0.03759470106275409,0.054339035569024356,0.6918544039118855,0.48902876718625454,0.7728851361010045
ENSTGUG00000009764,92.5820501317835,0.16640619613937305,0.1185206030885952,1.404027585102507,0.1603106354259246,0.45046920266385515
ENSTGUG00000015152,50.0084552757403,0.24493435744809358,0.1003021217802636,2.4419658637399753,0.014607527790743174,0.10001571606904684
ENSTGUG00000002407,385.6337749517211,0.04475115256972778,0.12651450975981332,0.3537234792648483,0.7235461248619878,0.9019439355126067
ENSTGUG00000016201,0.1937541346450066,0.487523692170821,0.8660427662434071,0.5629325839017506,0.5734807913696236,0.8233144251059658
ENSTGUG00000004296,5148.869787428226,0.047677218872604385,0.05917152596944725,0.8057459747991313,0.4203893346061579,0.7236606260985218
ENSTGUG00000003903,253.15654383365774,0.14860167093755772,0.05450225046958075,2.726523577599727,0.006400537966682574,0.05507352816223799
ENSTGUG00000013480,1545.6226898168115,0.029858506100610596,0.03430069832741303,0.8704926592339303,0.3840312291244664,0.6944645663073788
ENSTGUG00000008626,392.9683006266437,0.1235446264937555,0.07202842554161157,1.7152204225591812,0.08630482192808608,0.3153975183119437
ENSTGUG00000014195,0.20751812874628184,0.13374394676648038,0.9931935366379857,0.13466050858447076,0.8928802983003885,0.9658497907298067
ENSTGUG00000013178,56.93325811904072,0.02582085274060787,0.06361215254540067,0.4059106901339214,0.6848082230522357,0.8841631615431262
ENSTGUG00000000082,618.6945559817681,-0.047915232270510234,0.025743114675876897,-1.8612834100999505,0.06270416469419236,0.2613792882724805
ENSTGUG00000013526,17.547390957851363,-0.8763793237542454,0.140530580698212,-6.236217906451701,4.482765595649271e-10,2.1263955141246016e-08
ENSTGUG00000001170,172.54994107818254,-0.048210384677465995,0.11029547165250207,-0.43710212173857943,0.6620372886403851,0.8725834463657843
ENSTGUG00000006732,0.006278819678255145,-0.03306150005544429,2.9442056259699596,-0.011229344772599664,0.9910404674752029,
ENSTGUG00000002439,184.42151812063878,-0.8242866887437127,0.12457524138721801,-6.616777776746,3.671127153080126e-11,1.8709637312304785e-09
ENSTGUG00000000429,283.5878519982134,-0.02275353748614705,0.07024037836532838,-0.32393813951005856,0.7459848683676846,0.9119249633015585
ENSTGUG00000008399,284.5652204551043,0.07580144329888269,0.04461351279756289,1.6990691507041227,0.08930615513564447,0.3218178873196077
ENSTGUG00000006494,1.4122400825692165,0.06071021889863752,0.29154954976641345,0.20823293655324776,0.8350470925557593,0.945598889890545
ENSTGUG00000011456,431.18477130137666,0.11845270777248681,0.039289446156292845,3.0148734421270196,0.002570865050654156,0.02786297033379859
ENSTGUG00000014422,0.14966163638333463,-0.039110794362310214,1.381857348777454,-0.028303062104718703,0.9774204383732238,0.9909619648728883
ENSTGUG00000012724,550.09378038364,0.044768585989679616,0.0399886472140325,1.119532395033603,0.26291307864887203,0.5804697729220326
ENSTGUG00000001792,668.248842980098,-0.020375656254569174,0.03572715364748971,-0.5703128901790032,0.5684654996850651,0.8206778213213756
ENSTGUG00000013981,0.15489558931862416,-0.30410890337184276,1.2276722541312346,-0.24771179958534306,0.8043574016113788,0.9358081717387894
ENSTGUG00000003712,232.08495329315326,0.1559397877191967,0.07073560304561385,2.204544543412444,0.02748607095091391,0.1561099432714593
ENSTGUG00000016003,25.259418014968684,-0.4452768830345594,0.18867144119583587,-2.3600650962981407,0.018271728498560923,0.11749345805833919
ENSTGUG00000001841,627.1317766924992,0.014801060260189885,0.027572437498416275,0.5368063763328882,0.5914013667499332,0.833305110197141
ENSTGUG00000011649,0.0,,,,,
ENSTGUG00000016859,151.37136025348718,0.017281776953063818,0.04275629878501221,0.40419253874055555,0.6860711399969697,0.8844610608952147
ENSTGUG00000009831,1690.1580505694617,-0.0014892690188552866,0.04697360699038853,-0.031704378570715515,0.9747078030491135,0.990162451696275
ENSTGUG00000002975,1873.2255370503196,0.09052819625881553,0.030128346138344468,3.0047515998098526,0.0026579782414767584,0.02850045047404384
ENSTGUG00000014225,0.007531457914458831,0.055046699465601874,2.9442308652417686,0.018696461651651647,0.9850832509555941,
ENSTGUG00000005187,98.05050610556556,0.15912915212576545,0.060032783041827534,2.6507042329670614,0.00803241474353427,0.06528100145623202
ENSTGUG00000011992,55.32117712909005,0.0061139154922245495,0.08854811770211123,0.06904625022965087,0.9449528049570339,0.9817936601527281
ENSTGUG00000012303,17.575106657408504,-0.031221935221991313,0.09849036261161548,-0.3170049778891681,0.7512398251055975,0.9134230696770613
ENSTGUG00000009755,0.07971857404006612,0.0960778100956712,1.7991249881478986,0.0534025210747465,0.9574111965538843,
ENSTGUG00000005172,0.3194251881481791,0.17406692609937816,0.6540405430933581,0.26614088061897373,0.7901307117793839,0.9302941631263867
ENSTGUG00000009791,168.09563940871075,-0.29057666769398205,0.06643615600968228,-4.3737730348461765,1.2211734237824253e-05,0.0002912447591761873
ENSTGUG00000016495,68.24429099298543,-0.05864929854990794,0.11172937491376002,-0.5249228199403897,0.5996368450184655,0.8378605792299958
ENSTGUG00000013068,22.615035002233686,-0.041651091271107096,0.13555692148788298,-0.3072590526100887,0.758646200398672,0.9166060492222436
ENSTGUG00000004797,2693.801657915414,0.03353516501221653,0.045187174091847616,0.742139018121665,0.45800311163852514,0.7521669975734252
ENSTGUG00000009542,341.7975902685842,-0.07665346503044343,0.053557526314712195,-1.4312360989194306,0.15236256089030764,0.4383495451420746
ENSTGUG00000003134,1397.1137924232212,0.054361866349761236,0.029725951727375136,1.828767901136651,0.06743438550803577,0.27208916527794635
ENSTGUG00000003945,5059.2096949365105,-0.02333656355378109,0.032243454282007984,-0.7237612741387642,0.4692123079741529,0.7615916172274309
ENSTGUG00000017534,125.65856429501488,-2.6818867569054694,0.12503826692144948,-21.44852790218424,4.713333911609271e-102,8.071112990239715e-99
ENSTGUG00000013705,60.77893970574707,0.680346185909455,0.13189168225107753,5.1583706743106355,2.4910807930975297e-07,8.033383710169886e-06
ENSTGUG00000000500,148.21338688689818,-0.0026349095592739387,0.058856947994603385,-0.04476802907815632,0.9642922086314583,0.9877397087160151
ENSTGUG00000010463,1012.9231828798723,0.0926314294136524,0.029554544324278977,3.1342533451803534,0.0017229203312775618,0.02016629374763976
ENSTGUG00000012454,186.58489036207885,0.13450292302728678,0.05107319940307873,2.6335323535493815,0.008450178458265211,0.06799852251848378
ENSTGUG00000013046,1348.895141536119,0.11537173663718672,0.057762302825298616,1.997353481320285,0.04578679741248129,0.21817089616412144
ENSTGUG00000010039,347.6941515754558,-0.010886669254075802,0.032015468314430647,-0.3400440420597798,0.7338233612318976,0.9070953033808573
ENSTGUG00000013833,3.5522059260081598,-0.23716112373733744,0.3410865908132808,-0.6953106047700518,0.48686066977959896,0.772102345214462
ENSTGUG00000015464,0.014434133755955923,-0.07745184558577399,2.9433324462843746,-0.026314338254092982,0.9790066185988275,
ENSTGUG00000018023,0.059050809670459864,0.22924598812635155,2.8487025973108446,0.08047382283526479,0.935860415048967,
ENSTGUG00000001873,647.3450581683994,0.04518176781910634,0.0574654035427951,0.7862429398143702,0.43172517413202205,0.7319665229541332
ENSTGUG00000006638,15.588943549782883,0.30574976056821784,0.2762071348495097,1.1069582280515828,0.2683119889217266,0.5858185003564511
ENSTGUG00000008621,2.4599593531708495,0.020248549625464532,0.26331702567717097,0.07689798854970144,0.9387046977155814,0.9797393484559603
ENSTGUG00000007438,428.0712803994125,0.044028349748002626,0.031624809708224275,1.3922091596507764,0.16385906987038967,0.4554329999124416
ENSTGUG00000010591,40.7101591904502,0.10269459933372936,0.06276868408868058,1.6360801699879646,0.1018228098022288,0.34805800527393443
ENSTGUG00000015709,169.29391987805576,0.101103958833816,0.04002534342204303,2.525998534671793,0.011536996245990383,0.08453552576651234
ENSTGUG00000010640,235.00413156721666,-0.08796660478367195,0.06148992215508478,-1.4305857236541928,0.1525489814463243,0.4388121549280795
